First Name,Middle Name,Last Name,School,Image URL
Kirk Klasing,,Klasing,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Dan J. Kliebenstein,J.,Kliebenstein,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/aaas2020-daniel-kliebenstein-240.jpeg?h=8cd37c8a&itok=mJBLAfGU
Daniel Kluepfel,,Kluepfel,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Steven J. Knapp,J.,Knapp,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-4_0.jpg?h=96974c68&itok=D2p5Urss
Artyom Kopp,,Kopp,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Vikram Koundinya,,Koundinya,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Vikram%20Koundinya.png?h=89de98e4&itok=3DzbTwmQ
Dietmar Kueltz,,Kueltz,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/dietmar-kueltz_new.jpg?h=345be249&itok=-X2KuNj4
Michele La Merrill,La,Merrill,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-1_2.jpg?h=ecd491c3&itok=-Pf8oheb
Emilio Laca,,Laca,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/ealaca_1.jpg?h=345be249&itok=giIfsazX
William Lacy,,Lacy,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
J Lagarias,,Lagarias,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Bruce Douglas Lampinen,Douglas,Lampinen,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/lampinen.jpg?h=02ce9656&itok=j3CwjPoi
Charles Langley,,Langley,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Louise Lanoue,,Lanoue,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Peter Larbi,,Larbi,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/peterLarbi.jpg?h=345be249&itok=NAdVxS7C
John Largier,,Largier,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/image0.jpeg?h=150b5810&itok=nlInv3Ck
Andrew Latimer,,Latimer,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Latimer_1.jpg?h=345be249&itok=FK_fqf7D
Sharon Lawler,,Lawler,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Maria Lazcano Larkin,Lazcano,Larkin,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/7335-lazcano.jpg?h=90a76ea9&itok=M31UIes2
Juliana Leite Nobrega De Moura Bell,Leite Nobrega De Moura,Bell,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/jDeMouraBell.jpg?h=345be249&itok=JtFcKdfo
Johan Leveau,,Leveau,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Leveau2.jpg?h=345be249&itok=I1UHCij-
Harris Lewin,,Lewin,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Heiner Lieth,,Lieth,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Bruce A. Linquist,A.,Linquist,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-2_2.jpg?h=b8537231&itok=zre8mj5c
Bo Liu,,Liu,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Siwei Liu,,Liu,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-3_2.jpg?h=4a29e38e&itok=5gdd6SCu
Yanhong Liu,,Liu,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/liu_yanhong.jpg?h=345be249&itok=PqLm5Rsd
Jonathan London,,London,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Screen%20Shot%202022-08-31%20at%203.34.57%20PM.png?h=38d277c9&itok=mIe9y-mN
Tiffany Lowe-Power,,Lowe-Power,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/LowePower2.jpg?h=345be249&itok=SL1SvIJj
Mark Lubell,,Lubell,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/lubell2.jpg?h=345be249&itok=icz6pqdt
Mark E.  Lundy,E.,Lundy,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-5_2.jpg?h=2e902652&itok=UPvy_csg
Bwalya Lungu,,Lungu,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-6_0.jpg?h=96974c68&itok=0AMwA-Wy
Travis Lybbert,,Lybbert,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/travis_lybbert2_close.jpg__175x210_q85_crop_subsampling-2_upscale.jpg?h=24111c55&itok=dp280oiG
Rebecca Lybrand,,Lybrand,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/7571-lybrand.jpg?h=4eeb5c4e&itok=2dsLdQRA
Gerardo G. Mackenzie,G.,Mackenzie,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal_3.jpg?h=96974c68&itok=3rqB-RIB
Elizabeth Maga,,Maga,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/maga_elizabeth.jpg?h=345be249&itok=EMpsqHYQ
Troy Magney,,Magney,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/TroyMagney.jpeg?h=345be249&itok=0AjRQhrO
Maja Makagon,,Makagon,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/makagon_maja_0.jpg?h=345be249&itok=Z9oJkwpk
Julin Maloof,,Maloof,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Maria L. Marco,L.,Marco,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/marco_10_resized.JPG?h=345be249&itok=sWfe-zIv
Giulia Marino,,Marino,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/G.Marino-PlantSci.jpg?h=345be249&itok=Uxnwa5_D
Amy McLean,,McLean,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/mclean_amy.jpg?h=345be249&itok=mxgwvpXT
Francis Mcnally,,Mcnally,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Neil McRoberts,,McRoberts,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/McRoberts.jpg?h=bf372811&itok=qaWlbSf4
Alan Meier,,Meier,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/alan_meier_eetd_high-resolution.jpg?h=2427eb87&itok=IArGD1gU
Emily Meineke,,Meineke,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/68455.jpg?h=345be249&itok=Aq45ghh3
Maeli Melotto,,Melotto,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Maeli2019.jpeg?h=345be249&itok=UWq1wjjS
Pierre Mérel,,Mérel,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/pierre-merel.jpg__175x210_q85_crop_subject_location-127%2C130_subsampling-2_upscale.jpg?h=24111c55&itok=_QJ0D2YM
Mohsen Mesgaran,,Mesgaran,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Mohsen_2.jpeg?h=345be249&itok=hgY2gjMV
Deanne Meyer,,Meyer,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/meyer_deanne.jpg?h=345be249&itok=GdwXHjID
Themis Michailides,,Michailides,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Michailides.jpg?h=7d929dff&itok=oaajJNsg
Richard Michelmore,,Michelmore,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Michelmore.jpg?h=4b2c9931&itok=P79E9Fp_
Michael Mienaltowski,,Mienaltowski,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/mienaltowski_mike.jpg?h=345be249&itok=p4v61yBl
Lisa Miller,,Miller,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/hde_miller_lisa.jpg?h=345be249&itok=KhQexDNa
Michael Ryan Miller,Ryan,Miller,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/miller_mike.jpg?h=345be249&itok=wXgyDfoX
Brett Milligan,,Milligan,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Screen%20Shot%202022-08-31%20at%203.39.27%20PM.png?h=628684cc&itok=RFTdUZS_
David Mills,,Mills,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/DAM2.jpg?h=345be249&itok=83TcIwh8
Elizabeth J. Mitcham,J.,Mitcham,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/mitchum_sm.jpeg?h=e0e97f4f&itok=ifl5ULt3
Alyson E. Mitchell,E.,Mitchell,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/AlysonMitchell%202.jpg?h=19dac549&itok=VqJT_u1D
Jeffrey P. Mitchell,P.,Mitchell,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/jpmitchell_2.jpg?h=345be249&itok=lRC7j9kq
Frank Mitloehner,,Mitloehner,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/mitloehner_frank.jpg?h=345be249&itok=As44O3Vn
Ali Moghimi,,Moghimi,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/AliMoghimi_edited.jpg?h=345be249&itok=sLdb1kkv
Erwan Monier,,Monier,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/7231-monier.jpg?h=90a76ea9&itok=rSz_eRhb
John Monroe,,Monroe,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/headshotmonroe_0.png?h=345be249&itok=Ca8s-CpW
Ben Montpetit,,Montpetit,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/bem.jpg?h=345be249&itok=sh5xIp2P
Carly Moody,,Moody,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/CarlyMoody.JPG?h=93062b5d&itok=O5w_fvQb
Frances Moore,,Moore,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/FranMoore_headshot-200x300.jpg?h=bf372811&itok=Xu9DS8iD
Steven Morgan,,Morgan,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
James Murray,,Murray,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Steven Nadler,,Nadler,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/145413display.jpg?h=345be249&itok=Tpwc_7ik
Christian Nansen,,Nansen,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/christian.jpeg?h=2898eae0&itok=gwUj9qfM
N. Claire Napawan,Claire,Napawan,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Screen%20Shot%202022-08-31%20at%203.42.40%20PM.png?h=1805eec9&itok=sNKjbCbJ
Terrence Nathan,,Nathan,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/18-nathan.jpg?h=90a76ea9&itok=9VVqPVN8
David Neale,,Neale,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Florence Negre-Zakharov,,Negre-Zakharov,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Gabrielle Nevitt,,Nevitt,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Tran Nguyen,,Nguyen,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/tran.jpeg?h=ed3a2f34&itok=P41L4w4K
Sascha Nicklisch,,Nicklisch,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/7217_nicklisch.jpg?h=22cc0171&itok=3Op73a73
Elina L. Nino,L.,Nino,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/elina.jpeg?h=a463df1f&itok=DRATITr_
Adrienne Nishina,,Nishina,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Nitin Nitin,,Nitin,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Kinsella_Prize_2022-08.png?h=fd0e2a88&itok=UXURM1ZC
Mallika Nocco,,Nocco,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/M.Nocco_.jpg?h=54cd843c&itok=thQiF3ic
Kevin Novan,,Novan,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/kevin-novan.jpg__350x420_q85_crop_subject_location-124%2C80_subsampling-2_upscale.jpg?h=9df0ba81&itok=XeSMENQ3
Anthony O'Geen,,O'Geen,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/46-ogeen_0.jpg?h=49bdd77e&itok=U1vnCF3j
Beth Ober,,Ober,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Anita Oberholster,,Oberholster,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Anita.O.jpg?h=345be249&itok=71ahGzvL
Kiva Oken,,Oken,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Lorence R. Oki,R.,Oki,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/lroki_1.jpg?h=345be249&itok=OxXvy8Od
James Oltjen,,Oltjen,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/oltjen_james.jpg?h=345be249&itok=elTLZWNM
Lenna Ontai,,Ontai,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Screen%20Shot%202022-08-31%20at%203.50.17%20PM.png?h=3b15059d&itok=7vkTGRmX
Alessandro Ossola,,Ossola,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/OssolaAle.jpeg?h=345be249&itok=hIHGNbKC
Patricia I. Oteiza De Fraga,I. Oteiza De,Fraga,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/5270_oteiza-de-fraga.jpg?h=22cc0171&itok=E0RiGrho
Ning Pan,,Pan,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Rebecca Parales,,Parales,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Sanjai Parikh,,Parikh,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/4065-parikh.jpg?h=bcab300e&itok=1O9aVUyQ
Christina Pasparakis,,Pasparakis,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/7618_pasparakis.jpg?h=22cc0171&itok=krgFPnyP
Gregory Pasternack,,Pasternack,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/20-pasternack_0.jpg?h=c104e4eb&itok=m3LJQNn4
Gail Patricelli,,Patricelli,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Kyaw Tha Paw U,Tha Paw,U,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/21-paw-u.jpg?h=af53face&itok=x3gaskty
Ramachandra Penmetsa,,Penmetsa,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Lee Allen Pettey,Allen,Pettey,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/pettey-lee-allen_0.jpg?h=345be249&itok=pXuiSVQx
Cameron M. Pittelkow,M.,Pittelkow,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Pittelkow%20520x580.jpeg?h=345be249&itok=jp_Dn6ys
Amisha Poret-Peterson,,Poret-Peterson,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Eric Post,,Post,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/6766-post.jpg?h=45286d9c&itok=D7eOf2mC
Daniel Potter,,Potter,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/dpotter_1.jpg?h=345be249&itok=ow1FUAFF
Brett Poulin,,Poulin,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/7519_poulin.jpg?h=22cc0171&itok=OyLkALhr
Alireza Pourreza,,Pourreza,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/uc-davis-biological-agricultural-engineering-alireza-ali-pourreza.jpg?h=345be249&itok=Dbs9wsNE
Robert Powell,,Powell,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/powell.jpg?h=345be249&itok=Wke3T2AR
Elizabeth L. Prado,L.,Prado,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Elizabeth_Prado.jpeg?h=345be249&itok=6Ryal-vj
Martin Privalsky,,Privalsky,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Carlos Puente,,Puente,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Daniel H. Putnam,H.,Putnam,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/DPutnam.jpg?h=345be249&itok=qLaed3e7
Matthew Reimer,,Reimer,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/matt_reimer.jpg__175x210_q85_crop_subject_location-112%2C111_subsampling-2_upscale.jpg?h=24111c55&itok=xgyzL10q
Robert Rice,,Rice,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/5273_rice.jpg?h=22cc0171&itok=3kO78CCg
Michael Rios,,Rios,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Screen%20Shot%202022-08-31%20at%203.53.05%20PM.png?h=3b15059d&itok=B7wavvMh
David Rizzo,,Rizzo,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Rizzo2.jpg?h=345be249&itok=d7zYefx5
Peter Robinson,,Robinson,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/robinson_peter.jpg?h=345be249&itok=UAszEPgZ
Leslie M. Roche,M.,Roche,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/lmr_2021_0.jpeg?h=345be249&itok=Xg-QzAvd
Jorge Rodrigues,,Rodrigues,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/jorge.png?h=edce4ea5&itok=l0y3sdWL
Pamela Ronald,,Ronald,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/pam-ronald-tomato-pillar2-2000.jpeg?h=2ccb4cd1&itok=ysnEPGxy
Lesilee Rose,,Rose,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Moshe Rosenberg,,Rosenberg,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/mosherosenberg.jpg?h=345be249&itok=HBySRfjQ
Jay Rosenheim,,Rosenheim,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/140041display.jpg?h=345be249&itok=dssxfFS1
Pablo Ross,,Ross,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/ross_pablo.jpg?h=345be249&itok=_7HuNgfh
Jeffrey Ross-Ibarra,,Ross-Ibarra,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Daniel E. Runcie,E.,Runcie,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/deruncie_1.jpeg?h=345be249&itok=uMyR8Dw_
Daniel Runcie,,Runcie,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/daniel.jpeg?h=9c69c6e0&itok=jqJOdtEP
Ron Runnebaum,,Runnebaum,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Screen%20Shot%202022-09-01%20at%2011.15.47%20AM.png?h=a812bf75&itok=TSfVhd7D
Andrew Rypel,,Rypel,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/6955-rypel.jpg?h=45286d9c&itok=9aqFnCl5
Steven Sadro,,Sadro,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/IMG_20200812_173348-01%2B%25281%2529.jpg?h=0616addd&itok=xhAMiuyQ
Hugh Safford,,Safford,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
