First Name,Last Name,White,Black,Asian,Other,Highest Prob. Score,Ground Truth
Willi Castro,,0.000658634,0.954399467,0.022167274,0.022774658,Black,Black
William Contreras,,0.006760194,0.000260935,0.985082842,0.007896008,Asian,Other
William Woods,,0.382597923,0.00888683,0.286348518,0.322166767,White,White
Willians Astudillo,,0.062893838,0.01459116,0.250568492,0.671946511,Other,Other
Willie Calhoun,,0.00029432,0.142393783,0.834806429,0.022505572,Asian,Other
Willson Contreras,,0.005901768,0.854435682,0.014146269,0.125516155,Black,Other
Willy Adames,,0.322246403,0.002087038,0.008382634,0.667283893,Other,Other
Wilmer Difo,,0.000202717,0.715284288,0.252501521,0.032011562,Black,Other
Wilmer Flores,,0.005303583,0.000233517,0.988117979,0.006344943,Asian,Other
Wily Peralta,,0.000955393,0.019165017,0.936561274,0.043318362,Asian,Black
Wyatt Mills,,0.127783686,0.040850088,0.355837885,0.475528285,Other,White
Wynton Bernard,,3.05E-07,0.999760449,0.000223491,1.58E-05,Black,Black
Xander Bogaerts,,0.000934333,0.87031132,0.002934815,0.125819458,Black,Black
Xzavion Curry,,9.60E-06,0.992282689,0.006948766,0.000758872,Black,Black
Yadiel Hernandez,,0.033284023,0.017666871,0.761175348,0.187873714,Asian,Other
Yadier Molina,,0.31948781,0.012173899,0.038765651,0.629572652,Other,Other
Yainer Diaz,,0.00092585,0.001009428,0.973516517,0.024548169,Asian,Other
Yairo Munoz,,0.000284439,0.001716461,0.996414114,0.001584964,Asian,Other
Yan Gomes,,0.156695709,0.0290644,0.730973954,0.083265938,Asian,White
Yandy Díaz,,2.38E-06,0.998523533,0.001256363,0.000217757,Black,Black
Yasmani Grandal,,0.106878221,0.0094008,0.730275835,0.153445117,Asian,White
Yency Almonte,,0.000100678,0.904314637,0.085102053,0.010482668,Black,Black
Yennier Cano,,1.36E-05,0.763973773,0.233610413,0.002402087,Black,Black
Yermín Mercedes,,0.000442961,0.015635071,0.943334255,0.040587691,Asian,Other
Yerry De Los Santos,,0.000267414,0.931473255,0.03214874,0.036110563,Black,Black
Yerry Rodriguez,,0.080823973,0.204415917,0.067148466,0.647611689,Other,Other
Yimi Garcia,,0.002093879,0.400689065,0.384374649,0.212842414,Black,Other
Yoan López,,0.105301812,0.059181795,0.783166843,0.05234957,Asian,Other
Yohan Ramirez,,9.91E-05,0.01253379,0.983510927,0.003856207,Asian,Other
Yolmer Sanchez,,0.017998766,0.225800976,0.280737659,0.47546254,Other,Other
Yonathan Daza,,0.003876828,0.000284624,0.988128007,0.007710578,Asian,Other
Yonny Chirinos,,0.000715719,0.119460486,0.772703371,0.107120496,Asian,Other
Yonny Hernandez,,0.000154743,0.9921422,0.002333456,0.005369547,Black,Black
Yordan Alvarez,,7.23E-06,0.997273624,0.002473978,0.000245192,Black,Black
Yoshi Tsutsugo,,0.000129396,4.92E-05,0.99961277,0.000208702,Asian,Asian
Yoán Moncada,,0.000288276,0.011326433,0.981823353,0.006561971,Asian,Other
Yu Chang,,0.000210171,0.000433301,0.993967388,0.005389059,Asian,Asian
Yu Darvish,,0.017079743,0.002156142,0.685341723,0.295422398,Asian,Asian
Yuli Gurriel,,0.004049364,0.038088344,0.804141263,0.153720986,Asian,Other
Yunior Marte,,1.86E-05,0.999756515,0.000131307,9.35E-05,Black,Black
Yusei Kikuchi,,0.000127775,0.000290252,0.999125862,0.000456129,Asian,Asian
Yusniel Diaz,,8.20E-06,0.997952342,0.001575212,0.000464192,Black,Black
Zac Gallen,,0.228934124,0.076343983,0.017861216,0.676860631,Other,White
Zac Lowther,,0.209342301,0.00065139,0.009841921,0.780164383,Other,White
Zach Davies,,0.005119181,0.000457912,0.989967618,0.004455237,Asian,White
Zach Eflin,,0.122729629,0.011597141,0.019893231,0.845779993,Other,White
Zach Jackson,,0.975758672,0.000245014,0.003477275,0.020519155,White,White
Zach Logue,,0.565826595,0.008121138,0.017746924,0.408305362,White,White
Zach McKinstry,,0.636335969,0.000315876,0.018578503,0.344769709,White,White
Zach Plesac,,0.900301993,0.000220096,0.093999132,0.00547874,White,White
Zach Pop,,0.122449294,0.006586593,0.794931899,0.076032212,Asian,White
Zach Reks,,0.770588696,0.000155162,0.006178139,0.223078035,White,White
Zach Thompson,,0.045543175,0.259404451,0.069577577,0.625474811,Other,White
Zack Britton,,0.076666974,2.13E-05,0.921275337,0.002036346,Asian,White
Zack Collins,,0.962476373,0.000161955,0.02898918,0.008372529,White,White
Zack Greinke,,0.989556491,0.000101606,0.003996926,0.006344999,White,White
Zack Kelly,,0.846253395,0.000785231,0.138689944,0.01427145,White,White
Zack Littell,,0.00515437,0.255380899,0.709421357,0.030043331,Asian,White
Zack Short,,0.972801447,5.50E-05,0.000687233,0.026456309,White,White
Zack Thompson,,0.95080626,0.001696655,0.008012707,0.039484332,White,White
Zack Weiss,,0.497825235,0.001687401,0.006977441,0.493509889,White,White
Zack Wheeler,,0.905489147,0.000572354,0.013481221,0.080457322,White,White
