First Name,Last Name,White,Black,Asian,Other,Highest Prob. Score,Truth,Details,Correctness,More Details
Triston McKenzie,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""7d7eefad15620b387371363e462baab8""
",,,,
Tucker Barnhart,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""70dd0bebe5ff044f7b95ef21f29b75f2""
",,,,
Tucker Davidson,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""0a45ae5a7e0b9fb717d8b2eaacc12e6d""
",,,,
Tucupita Marcano,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""c51dc3552a787bd279fbb82e50dd2b93""
",,,,
Ty Blach,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""32aff2e4b08659667ac84e1c86b134c5""
",,,,
Ty France,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""98184223db82727b166630026747d3e2""
",,,,
Tyler Alexander,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""5d50d5d9efaa5b12e797d2da24271014""
",,,,
Tyler Anderson,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""35af4eec7f02455142caef9b34da422d""
",,,,
Tyler Beede,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""860befdcb675ce81b8d70a209f266997""
",,,,
Tyler Clippard,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""8e6297f1fc5fb06dba49590a0da90fbe""
",,,,
Tyler Cyr,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""d2bcdb1bcb7ea6e91d9541a23c10b272""
",,,,
Tyler Danish,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""3a8801c9cb2507cc7972b2a6e75ab797""
",,,,
Tyler Duffey,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""845eeea517b6d2426c6ccd361ee10b32""
",,,,
Tyler Freeman,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""46391727cb01873f876151064f0e736c""
",,,,
Tyler Gilbert,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""74fe0d01a5e3dcf8eee56a1b4678d3a0""
",,,,
Tyler Glasnow,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""3d09c3e10346c3c1dcc342ead728cdbd""
",,,,
Tyler Heineman,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""e5a6955d37d688756f6614ddcd9eedee""
",,,,
Tyler Holton,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""4f67247d03e63f9fadf023a9b3515ba8""
",,,,
Tyler Kinley,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""558b085a3889b7412a6ece220cd57c9c""
",,,,
Tyler Mahle,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""a61a4618b1e692b0c2d8cf91fc6f5fc2""
",,,,
Tyler Matzek,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""c7ac91540e2ba26cb207740a7b295d1b""
",,,,
Tyler Naquin,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""bab562bd5d99c313db6ab47ae4a386ff""
",,,,
Tyler Nevin,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""e1a2894621e58ac076e90c2fd5459364""
",,,,
Tyler O'Neill,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""23326bcfe42d622394defc572d163711""
",,,,
Tyler Rogers,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""3e7b6467f9731ff0d3c2651dfcb07f9e""
",,,,
Tyler Stephenson,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""e45a486289ccaad98de64f1adb3a1573""
",,,,
Tyler Thornburg,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""36e7bad0532e04fa3eba016c9122fea0""
",,,,
Tyler Wade,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""09e458f0a33e0c72287a04aaf72923c1""
",,,,
Tyler Wells,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""cd9a98a624c9247007b017049734d257""
",,,,
Tylor Megill,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""af6fe0dfb51c6a38fb5f21c902951593""
",,,,
Tyrone Taylor,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""b9e9ab75438ca42e2472bc8c44d88384""
",,,,
Tyson Miller,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""efdb74d5c4a3eee44b3e61e92f2d54ef""
",,,,
Vaughn Grissom,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""23259fda1129fff6a0130d85e5e2eb54""
",,,,
Victor Caratini,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""9f79de3d843d8fa45b2a6a931844eac0""
",,,,
Victor Reyes,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""15d0c8130dd49039c0d3b176e6491941""
",,,,
Victor Robles,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""59d499221b05d1b46fa6e56c6b36e088""
",,,,
Vidal Bruján,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""762c8db98a62a38f15097f652c2b10f2""
",,,,
Vimael Machín,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""25e511559344ba379d1f61ead2f3290d""
",,,,
Vince Velasquez,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""eb59aea22d5a42194b474369209a8520""
",,,,
Vinnie Pasquantino,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""04e2ee53ff889a4016e05dddc8a0eeeb""
",,,,
Vinny Capra,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""efaa8c4f6d17d02766e5114f14e9c7a4""
",,,,
Vinny Nittoli,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""64824d5a395c5207bd1998b2f4ed44c4""
",,,,
Vladimir Guerrero Jr.,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""189ce0cb4b9503997d36dd81365b848d""
",,,,
Vladimir Gutierrez,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""e1406e096d327b12ba51633f727cb0cf""
",,,,
Víctor Arano,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""68abee0744127688b4caf6fc2397a4ec""
",,,,
Wade Miley,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""b37c12edef7af86af832988249baebbf""
",,,,
Walker Buehler,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""53eae9f7b9d96f7fee8e49fbc0c64efb""
",,,,
Wander Franco,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""4725299482842beea0c0ea0d0bab4c36""
",,,,
Wandy Peralta,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""2d509e1352094e433a59890ceeffcea3""
",,,,
Whit Merrifield,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""03d06fc49b5e949dd72e7e680e56c5e4""
",,,,
Wil Crowe,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""67e26bc13cffe0251c84a5c4d7640af3""
",,,,
Wil Myers,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""252de63ac9d5e2042df0a1e39e61456d""
",,,,
Will Benson,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""13a2c561d094713dfcc8a2694b31552b""
",,,,
Will Brennan,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""bcf5171308779becf7f2edf5ea0acee8""
",,,,
Will Smith,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""2b1fb590970a7bcb59931e332b48b9b8""
",,,,
Will Vest,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""df8cd5b336692ae389bef371b8b28755""
",,,,
Willi Castro,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""bd1a4225e707f36cb512e162deb102e5""
",,,,
William Contreras,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""8949094440b18fae4a88257c909c78a0""
",,,,
William Woods,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""d7a2d22083f32237f0f865cd8c1487ad""
",,,,
Willians Astudillo,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""5fb242b6d0c8c380aab34fcafcb770f2""
",,,,
Willie Calhoun,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""16bfd70eb98d79c67bebb29a4537140a""
",,,,
Willson Contreras,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""ee0b0087c108976a5dcc1cd12e91506a""
",,,,
Willy Adames,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""290162d99819150eada05243453fbe27""
",,,,
Wilmer Difo,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""f1d9042508b9fdac52caa881b180d135""
",,,,
Wilmer Flores,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""2cb159f0e48daf9e57cc59d498a5d2e2""
",,,,
Wily Peralta,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""52eb102e0131e47a883ff8adf6626e07""
",,,,
Wyatt Mills,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""9100d0bbab31bbb5703c6056be682ef1""
",,,,
Wynton Bernard,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""943addefef7e2a6a0fe34f1d5ea4df31""
",,,,
Xander Bogaerts,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""01e6bb2cafe1ff5983da0aabfb30ded1""
",,,,
Xzavion Curry,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""9e37c8ba51ae89d9f8ef6d8f44073192""
",,,,
Yadiel Hernandez,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""fe59c725dbefc714825d42973558d89d""
",,,,
Yadier Molina,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""e9a61e3bff7f78068540c2f18089edee""
",,,,
Yainer Diaz,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""373f8ab871cadc2ee306c66a5a10f0cf""
",,,,
Yairo Munoz,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""52be2686988e433dabcf6986ddb0ff46""
",,,,
Yan Gomes,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""1f2df7392ff1b8f420b7dee2ecc1aa3a""
",,,,
Yandy Díaz,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""c5450261f6d5b49d807950f0609d40fa""
",,,,
Yasmani Grandal,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""ce4d3120079c1258b39d2816be2c9570""
",,,,
Yency Almonte,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""b3901910c09cf69eb121c64fd8318d02""
",,,,
Yennier Cano,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""4515f798efdb7cd5c8652af9f88ef119""
",,,,
Yermín Mercedes,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""4f0ab0eb20604131c9315f7ca92fb5dd""
",,,,
Yerry De Los Santos,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""062a572697d27f7e148d17d93c4c3fbc""
",,,,
Yerry Rodriguez,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""64ef1d37c630d3f541b4dd861f8df68d""
",,,,
Yimi Garcia,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""9452a3964c1d440747230c476270901f""
",,,,
Yoan López,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""bcfee1d46ed40c6cf21de64859bb35e8""
",,,,
Yohan Ramirez,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""8acd681c6d955f7345674fe032cf20c1""
",,,,
Yolmer Sanchez,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""25098d0d665fec85b3c20cac92c5b62c""
",,,,
Yonathan Daza,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""c168d3c4af15eda4aeeab0a81314535d""
",,,,
Yonny Chirinos,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""33e591effc7a77906e1a126a376d2506""
",,,,
Yonny Hernandez,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""17ad5fd1c4c40bd1614c0343743e061a""
",,,,
Yordan Alvarez,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""787803f6573fdfa634b1e6d23d592876""
",,,,
Yoshi Tsutsugo,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""d7c971df19ad6c447fafb57ffb5bd9e7""
",,,,
Yoán Moncada,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""92bd8f24920932aad42bebc269ee6bd6""
",,,,
Yu Chang,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""59d247cf201970b2674acbafb2eb6080""
",,,,
Yu Darvish,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""55fa9b2943c0222a104043ce2803fa22""
",,,,
Yuli Gurriel,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""31bc736b11f3df8feadc461ec8052f71""
",,,,
Yunior Marte,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""dade7c969fdc4288148ede3e235afb52""
",,,,
Yusei Kikuchi,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""536aea3e2c734ce4d365ca3b7e42b867""
",,,,
Yusniel Diaz,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""ebeb387698a4b728a385763f14852b3d""
",,,,
Zac Gallen,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""75091d9b2e21ec388453ada30f0fa6c0""
",,,,
Zac Lowther,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""75709989e0369d2274a5698b8945b3e0""
",,,,
Zach Davies,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""defbc2186bd7861fc9e20feb47e5dc84""
",,,,
Zach Eflin,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""18d9ef7b6e7927c1e41ebb1f2b8b4056""
",,,,
Zach Jackson,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""4351937a719e2bb02cff653bfe1d732d""
",,,,
Zach Logue,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""f6443ddfe8c609c9bb9de0c4c043d0cf""
",,,,
Zach McKinstry,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""4d93a6180b7d454474dab5ac572a3d59""
",,,,
Zach Plesac,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""83e61718f3638e96e5b529b28c240e72""
",,,,
Zach Pop,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""1e27fb7807b95c731fc894dce56f4839""
",,,,
Zach Reks,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""bd21c607787584b39c9a8a97f99b90db""
",,,,
Zach Thompson,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""b29e23eb50e26e998531d26e92308062""
",,,,
Zack Britton,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""08deb4a2e63133ac601daa57a585b420""
",,,,
Zack Collins,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""77e3ba9201a9b5792b1a11fcc2e6f7f2""
",,,,
Zack Greinke,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""e0f28e284727aa4f8f1730bb227f77b5""
",,,,
Zack Kelly,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""de563a5efbf4cd83585eaae83dfc32f9""
",,,,
Zack Littell,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""8cba36b6f35a9336661c5d751a5a0cf1""
",,,,
Zack Short,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""d3f5de6d42a3903e3a29eccdc3535134""
",,,,
Zack Thompson,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""addf0e07791749c9698c0070b64a3ea5""
",,,,
Zack Weiss,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""d63d1d6a2e1cdf223131360040db7bcc""
",,,,
Zack Wheeler,,,,,,"Request failed, status code: code: FAILURE
description: ""Failure""
req_id: ""31e009a26b10e3adb076470ef8a9db07""
",,,,
